uid,namedLocation,domainID,siteID,plotID,collectDate,processedDate,sampleMaterial,geneticSampleID,laboratoryName,dnaSampleID,dnaSampleCode,internalLabID,testProtocolVersion,nucleicAcidConcentration,inhibitorRemovalRequired,targetGene,targetTaxonGroup,meanCopyNumber,copyNumberStandardDeviation,processedBy,reviewedBy,remarks,publicationDate,release
680e7668-609d-443b-ba78-33dd3ef2dc5b,TREE_003.basePlot.bgc,D05,TREE,TREE_003,2016-10-25T19:15Z,2018-06-26,water,TREE_003-M-8-6-20161025-GEN,Battelle Applied Genomics,TREE_003-M-8-6-20161025-GEN-DNA1,,BMI_Plate65WellB2,BMI_qPCR_SOP_v5,13,N,16S,bacteria and archaea,82796.8,4692.7,vMLbKuU6fpGH7beEyJmfsw==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
11c9afff-7053-4f9e-8c85-37484e219981,TREE_003.basePlot.bgc,D05,TREE,TREE_003,2016-10-25T19:15Z,2018-11-28,water,TREE_003-M-8-6-20161025-GEN,Battelle Applied Genomics,TREE_003-M-8-6-20161025-GEN-DNA1,,BMI_Plate65WellB2,BMI_qPCR_SOP_v6,13,N,ITS,fungi,136.9,8.3,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
50725b80-e52b-453e-9d8d-d9e4bf1704a0,TREE_049.basePlot.bgc,D05,TREE,TREE_049,2016-10-25T19:18Z,2018-06-25,water,TREE_049-M-6.5-13.5-20161025-GEN,Battelle Applied Genomics,TREE_049-M-6.5-13.5-20161025-GEN-DNA1,,BMI_Plate65WellC10,BMI_qPCR_SOP_v5,4.1,N,16S,bacteria and archaea,171366.8,27804.5,lB45gbSpt1quifC/yR2GrQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
e22af1d0-99b1-42cd-b9fd-08393552987b,TREE_049.basePlot.bgc,D05,TREE,TREE_049,2016-10-25T19:18Z,2018-11-15,water,TREE_049-M-6.5-13.5-20161025-GEN,Battelle Applied Genomics,TREE_049-M-6.5-13.5-20161025-GEN-DNA1,,BMI_Plate65WellC10,BMI_qPCR_SOP_v6,4.1,N,ITS,fungi,202.5,30.9,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
a3949c13-aa20-42a3-96b5-97d731f7ef62,TREE_049.basePlot.bgc,D05,TREE,TREE_049,2016-10-25T19:39Z,2018-06-25,water,TREE_049-M-33-0-20161025-GEN,Battelle Applied Genomics,TREE_049-M-33-0-20161025-GEN-DNA1,,BMI_Plate65WellC8,BMI_qPCR_SOP_v5,8.6,N,16S,bacteria and archaea,53549,31892.3,lB45gbSpt1quifC/yR2GrQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
4174c30b-d1c6-4e1c-ac45-df391815a21f,TREE_049.basePlot.bgc,D05,TREE,TREE_049,2016-10-25T19:39Z,2018-11-15,water,TREE_049-M-33-0-20161025-GEN,Battelle Applied Genomics,TREE_049-M-33-0-20161025-GEN-DNA1,,BMI_Plate65WellC8,BMI_qPCR_SOP_v6,8.6,N,ITS,fungi,151.6,5.8,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
b7c4c169-391a-4bf5-8498-1f1c61f1084a,TREE_049.basePlot.bgc,D05,TREE,TREE_049,2016-10-25T20:00Z,2018-11-15,water,TREE_049-M-39-37.5-20161025-GEN,Battelle Applied Genomics,TREE_049-M-39-37.5-20161025-GEN-DNA1,,BMI_Plate65WellC9,BMI_qPCR_SOP_v6,4.6,N,ITS,fungi,56.5,3.7,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
f25f7066-a2ec-4d2a-98bd-50307b72f012,TREE_049.basePlot.bgc,D05,TREE,TREE_049,2016-10-25T20:00Z,2018-06-25,water,TREE_049-M-39-37.5-20161025-GEN,Battelle Applied Genomics,TREE_049-M-39-37.5-20161025-GEN-DNA1,,BMI_Plate65WellC9,BMI_qPCR_SOP_v5,4.6,N,16S,bacteria and archaea,62680.7,18678.8,lB45gbSpt1quifC/yR2GrQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
c421fe15-e241-4af5-b6a8-14b2621b2f71,TREE_007.basePlot.bgc,D05,TREE,TREE_007,2016-10-25T20:02Z,2018-11-15,water,TREE_007-M-18.5-33-20161025-GEN,Battelle Applied Genomics,TREE_007-M-18.5-33-20161025-GEN-DNA1,,BMI_Plate65WellB6,BMI_qPCR_SOP_v6,12,N,ITS,fungi,107.6,8.1,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
2db9cf46-c703-4448-a978-9c7d7c9427ca,TREE_007.basePlot.bgc,D05,TREE,TREE_007,2016-10-25T20:02Z,2016-09-26,water,TREE_007-M-18.5-33-20161025-GEN,Battelle Applied Genomics,TREE_007-M-18.5-33-20161025-GEN-DNA1,,BMI_Plate65WellB6,BMI_qPCR_SOP_v5,12,N,16S,bacteria and archaea,52796.7,13751.6,vMLbKuU6fpEPdO/HCSBuGQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
a7988ccc-e3b5-4eb4-8898-32c7561df428,TREE_007.basePlot.bgc,D05,TREE,TREE_007,2016-10-25T20:21Z,2018-11-15,water,TREE_007-M-33-1.5-20161025-GEN,Battelle Applied Genomics,TREE_007-M-33-1.5-20161025-GEN-DNA1,,BMI_Plate65WellB7,BMI_qPCR_SOP_v6,2.3,N,ITS,fungi,155.4,2.6,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
b8f05875-ebb0-47fa-a475-0f19fec50880,TREE_007.basePlot.bgc,D05,TREE,TREE_007,2016-10-25T20:21Z,2018-06-25,water,TREE_007-M-33-1.5-20161025-GEN,Battelle Applied Genomics,TREE_007-M-33-1.5-20161025-GEN-DNA1,,BMI_Plate65WellB7,BMI_qPCR_SOP_v5,2.3,N,16S,bacteria and archaea,62586,8964.1,lB45gbSpt1quifC/yR2GrQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
e1622c4e-b270-4a31-9838-d313915f3c91,TREE_007.basePlot.bgc,D05,TREE,TREE_007,2016-10-25T20:34Z,2018-11-15,water,TREE_007-M-3-7-20161025-GEN,Battelle Applied Genomics,TREE_007-M-3-7-20161025-GEN-DNA1,,BMI_Plate65WellB8,BMI_qPCR_SOP_v6,9.1,N,ITS,fungi,109.2,8.5,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
e85f77b0-efe4-41e8-9b98-64bc2e3e688d,TREE_007.basePlot.bgc,D05,TREE,TREE_007,2016-10-25T20:34Z,2018-06-25,water,TREE_007-M-3-7-20161025-GEN,Battelle Applied Genomics,TREE_007-M-3-7-20161025-GEN-DNA1,,BMI_Plate65WellB8,BMI_qPCR_SOP_v5,9.1,N,16S,bacteria and archaea,136450.2,42708.6,lB45gbSpt1quifC/yR2GrQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
bb80eacc-05e4-434c-9b6f-d9b9d56c711d,TREE_001.basePlot.bgc,D05,TREE,TREE_001,2016-10-26T15:15Z,2018-06-25,water,TREE_001-O-30.5-15-20161026-GEN,Battelle Applied Genomics,TREE_001-O-30.5-15-20161026-GEN-DNA1,,BMI_Plate65WellA11,BMI_qPCR_SOP_v5,32,N,16S,bacteria and archaea,99704.4,3998.3,lB45gbSpt1quifC/yR2GrQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
97799a07-7a34-4e58-92ba-0ce029dc81ee,TREE_001.basePlot.bgc,D05,TREE,TREE_001,2016-10-26T15:15Z,2018-11-15,water,TREE_001-O-30.5-15-20161026-GEN,Battelle Applied Genomics,TREE_001-O-30.5-15-20161026-GEN-DNA1,,BMI_Plate65WellA11,BMI_qPCR_SOP_v6,32,N,ITS,fungi,128.7,15.9,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
f9c63c8b-b6d3-498a-b659-70aeeddb7dee,TREE_001.basePlot.bgc,D05,TREE,TREE_001,2016-10-26T15:50Z,2018-11-15,water,TREE_001-M-19.5-34.5-20161026-GEN,Battelle Applied Genomics,TREE_001-M-19.5-34.5-20161026-GEN-DNA1,,BMI_Plate65WellA10,BMI_qPCR_SOP_v6,0.7,N,ITS,fungi,59.2,6.2,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
8af22c58-8f3b-4bfd-81c1-efd352ac253b,TREE_001.basePlot.bgc,D05,TREE,TREE_001,2016-10-26T15:50Z,2018-06-25,water,TREE_001-M-19.5-34.5-20161026-GEN,Battelle Applied Genomics,TREE_001-M-19.5-34.5-20161026-GEN-DNA1,,BMI_Plate65WellA10,BMI_qPCR_SOP_v5,0.7,N,16S,bacteria and archaea,109846.7,84973.8,lB45gbSpt1quifC/yR2GrQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
049e9462-d088-4853-800f-13a7a417bed7,TREE_014.basePlot.bgc,D05,TREE,TREE_014,2016-10-26T16:18Z,2018-11-15,water,TREE_014-M-33-3.5-20161026-GEN,Battelle Applied Genomics,TREE_014-M-33-3.5-20161026-GEN-DNA1,,BMI_Plate65WellB9,BMI_qPCR_SOP_v6,13,N,ITS,fungi,139.2,7.8,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
0d66144f-ac8e-427a-98c3-4b0d52cc852a,TREE_014.basePlot.bgc,D05,TREE,TREE_014,2016-10-26T16:18Z,2018-06-25,water,TREE_014-M-33-3.5-20161026-GEN,Battelle Applied Genomics,TREE_014-M-33-3.5-20161026-GEN-DNA1,,BMI_Plate65WellB9,BMI_qPCR_SOP_v5,13,N,16S,bacteria and archaea,42353.1,22605.4,lB45gbSpt1quifC/yR2GrQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
da0a1768-1bf1-4b85-a646-405f06b26461,TREE_014.basePlot.bgc,D05,TREE,TREE_014,2016-10-26T16:29Z,2018-11-15,water,TREE_014-M-7.5-0.5-20161026-GEN,Battelle Applied Genomics,TREE_014-M-7.5-0.5-20161026-GEN-DNA1,,BMI_Plate65WellB10,BMI_qPCR_SOP_v6,7.5,N,ITS,fungi,39.4,5.7,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
e9debd59-f91d-4f49-8ed8-7822b8259d50,TREE_014.basePlot.bgc,D05,TREE,TREE_014,2016-10-26T16:29Z,2018-06-25,water,TREE_014-M-7.5-0.5-20161026-GEN,Battelle Applied Genomics,TREE_014-M-7.5-0.5-20161026-GEN-DNA1,,BMI_Plate65WellB10,BMI_qPCR_SOP_v5,7.5,N,16S,bacteria and archaea,73808.2,15955.5,lB45gbSpt1quifC/yR2GrQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
76a88560-46fe-4328-a520-1913857ac21c,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2016-10-26T17:30Z,2018-11-28,water,TREE_006-M-0-39-20161026-GEN,Battelle Applied Genomics,TREE_006-M-0-39-20161026-GEN-DNA1,,BMI_Plate65WellB3,BMI_qPCR_SOP_v6,17,N,ITS,fungi,148.8,14.2,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
b5f30a5c-a5d9-48f4-a044-2f6a8d2a0d05,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2016-10-26T17:30Z,2018-06-26,water,TREE_006-M-0-39-20161026-GEN,Battelle Applied Genomics,TREE_006-M-0-39-20161026-GEN-DNA1,,BMI_Plate65WellB3,BMI_qPCR_SOP_v5,17,N,16S,bacteria and archaea,76284.4,12206.9,vMLbKuU6fpGH7beEyJmfsw==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
fd5d1d64-7b58-441c-a760-cbac9ac221d2,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2016-10-26T17:40Z,2016-09-26,water,TREE_006-M-27.5-2-20161026-GEN,Battelle Applied Genomics,TREE_006-M-27.5-2-20161026-GEN-DNA1,,BMI_Plate65WellB4,BMI_qPCR_SOP_v5,5.2,N,16S,bacteria and archaea,75817,3151.1,vMLbKuU6fpEPdO/HCSBuGQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
f5df7e5e-8afc-4ecb-ae1d-15ca01bf303a,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2016-10-26T17:40Z,2018-11-15,water,TREE_006-M-27.5-2-20161026-GEN,Battelle Applied Genomics,TREE_006-M-27.5-2-20161026-GEN-DNA1,,BMI_Plate65WellB4,BMI_qPCR_SOP_v6,5.2,N,ITS,fungi,90,1.7,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
d52e2d53-778f-4f0e-8144-722fea5520ec,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2016-10-26T17:50Z,2016-09-26,water,TREE_006-M-36.5-20.5-20161026-GEN,Battelle Applied Genomics,TREE_006-M-36.5-20.5-20161026-GEN-DNA1,,BMI_Plate65WellB5,BMI_qPCR_SOP_v5,12,N,16S,bacteria and archaea,140351.9,60467.4,vMLbKuU6fpEPdO/HCSBuGQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
3dfb7951-9cdd-4add-acc7-005099675b3a,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2016-10-26T17:50Z,2018-11-15,water,TREE_006-M-36.5-20.5-20161026-GEN,Battelle Applied Genomics,TREE_006-M-36.5-20.5-20161026-GEN-DNA1,,BMI_Plate65WellB5,BMI_qPCR_SOP_v6,12,N,ITS,fungi,136.1,6.6,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
37308573-aacd-442c-9922-b3b6f8b31beb,TREE_015.basePlot.bgc,D05,TREE,TREE_015,2016-10-26T18:25Z,2018-11-15,water,TREE_015-M-39-17-20161026-GEN,Battelle Applied Genomics,TREE_015-M-39-17-20161026-GEN-DNA1,,BMI_Plate65WellB12,BMI_qPCR_SOP_v6,5.5,N,ITS,fungi,82,4.1,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
5936c39a-fd8e-4208-9cc5-b5e73b663f3e,TREE_015.basePlot.bgc,D05,TREE,TREE_015,2016-10-26T18:25Z,2018-06-25,water,TREE_015-M-39-17-20161026-GEN,Battelle Applied Genomics,TREE_015-M-39-17-20161026-GEN-DNA1,,BMI_Plate65WellB12,BMI_qPCR_SOP_v5,5.5,N,16S,bacteria and archaea,83243.5,3847.2,lB45gbSpt1quifC/yR2GrQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
f1d849f1-631a-496b-baa3-833b489835d9,TREE_015.basePlot.bgc,D05,TREE,TREE_015,2016-10-26T18:38Z,2018-06-26,water,TREE_015-M-5-35-20161026-GEN,Battelle Applied Genomics,TREE_015-M-5-35-20161026-GEN-DNA1,,BMI_Plate65WellC1,BMI_qPCR_SOP_v5,2.2,N,16S,bacteria and archaea,25123.1,4209.2,vMLbKuU6fpGH7beEyJmfsw==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
7d65e723-42b1-4fa0-ad91-384b47cb2785,TREE_015.basePlot.bgc,D05,TREE,TREE_015,2016-10-26T18:38Z,2018-11-28,water,TREE_015-M-5-35-20161026-GEN,Battelle Applied Genomics,TREE_015-M-5-35-20161026-GEN-DNA1,,BMI_Plate65WellC1,BMI_qPCR_SOP_v6,2.2,N,ITS,fungi,173.2,9.8,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
6b5a051a-840e-4b2c-b830-f9e48f1182b9,TREE_015.basePlot.bgc,D05,TREE,TREE_015,2016-10-26T18:49Z,2018-06-25,water,TREE_015-M-3.5-19.5-20161026-GEN,Battelle Applied Genomics,TREE_015-M-3.5-19.5-20161026-GEN-DNA1,,BMI_Plate65WellB11,BMI_qPCR_SOP_v5,6.6,N,16S,bacteria and archaea,104987.5,16764.6,lB45gbSpt1quifC/yR2GrQ==,rnZOz0LYGnA=,1:100 dilution; included in calculations,20201217T173629Z,RELEASE-2021
e65a91a3-7f23-46f4-a915-e6df22e1d814,TREE_015.basePlot.bgc,D05,TREE,TREE_015,2016-10-26T18:49Z,2018-11-15,water,TREE_015-M-3.5-19.5-20161026-GEN,Battelle Applied Genomics,TREE_015-M-3.5-19.5-20161026-GEN-DNA1,,BMI_Plate65WellB11,BMI_qPCR_SOP_v6,6.6,N,ITS,fungi,90.9,12.5,EpO2CC/Vy5JdvrXMs+zWXQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T173629Z,RELEASE-2021
a9aaf394-2bef-4808-9022-dbeab2e8216e,TREE_003.basePlot.bgc,D05,TREE,TREE_003,2017-04-17T07:36Z,2018-05-23,water,TREE_003-O-33-18.5-20170417-GEN,Battelle Applied Genomics,TREE_003-O-33-18.5-20170417-GEN-DNA1,,BMI_Plate53WellA9,BMI_qPCR_SOP_v5,46,N,16S,bacteria and archaea,43994.7,13387.2,rxnG2CiGqmvQL0wI6EKm8A==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T195537Z,RELEASE-2021
e3707912-3bf1-4204-aafb-fcbe91e51b89,TREE_003.basePlot.bgc,D05,TREE,TREE_003,2017-04-17T08:00Z,2018-05-23,water,TREE_003-O-26-31-20170417-GEN,Battelle Applied Genomics,TREE_003-O-26-31-20170417-GEN-DNA1,,BMI_Plate53WellA8,BMI_qPCR_SOP_v5,43,N,16S,bacteria and archaea,75329,27218,rxnG2CiGqmvQL0wI6EKm8A==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T195537Z,RELEASE-2021
106d7cdd-6e38-466f-99b2-30501a51c81d,TREE_003.basePlot.bgc,D05,TREE,TREE_003,2017-04-17T08:00Z,2018-05-21,water,TREE_003-O-26-31-20170417-GEN,Battelle Applied Genomics,TREE_003-O-26-31-20170417-GEN-DNA1,,BMI_Plate53WellA8,BMI_qPCR_SOP_v5,43,N,ITS,fungi,65.8,3.4,hZbYwvE98vByp3o7zwpAsg==,lB45gbSpt1o9A1rsmuBeww==,1:10 dilution; included in calculations,20201217T195537Z,RELEASE-2021
b155de59-820d-4bb0-b2ea-adbc76628518,TREE_003.basePlot.bgc,D05,TREE,TREE_003,2017-04-17T08:01Z,2018-05-23,water,TREE_003-O-8.5-26.5-20170417-GEN,Battelle Applied Genomics,TREE_003-O-8.5-26.5-20170417-GEN-DNA1,,BMI_Plate53WellA10,BMI_qPCR_SOP_v5,62,N,16S,bacteria and archaea,54060.6,14710,rxnG2CiGqmvQL0wI6EKm8A==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T195537Z,RELEASE-2021
93549e4c-129f-4304-9474-402b0b0a654a,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2017-04-17T08:52Z,2018-05-22,water,TREE_006-O-0.5-23-20170417-GEN,Battelle Applied Genomics,TREE_006-O-0.5-23-20170417-GEN-DNA1,,BMI_Plate53WellB4,BMI_qPCR_SOP_v5,0.1,N,16S,bacteria and archaea,240905.7,249695,rxnG2CiGqmvQL0wI6EKm8A==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T195537Z,RELEASE-2021
6112153e-c3ea-4874-a323-6313c04e6c5e,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2017-04-17T08:52Z,2018-05-21,water,TREE_006-O-0.5-23-20170417-GEN,Battelle Applied Genomics,TREE_006-O-0.5-23-20170417-GEN-DNA1,,BMI_Plate53WellB4,BMI_qPCR_SOP_v5,0.1,N,ITS,fungi,23.8,4.2,hZbYwvE98vByp3o7zwpAsg==,lB45gbSpt1o9A1rsmuBeww==,1:10 dilution; included in calculations,20201217T195537Z,RELEASE-2021
d5f995c8-2bd1-4029-b978-22176d4c1945,TREE_002.basePlot.bgc,D05,TREE,TREE_002,2017-04-17T08:55Z,2018-05-22,water,TREE_002-O-2.5-35-20170417-GEN,Battelle Applied Genomics,TREE_002-O-2.5-35-20170417-GEN-DNA1,,BMI_Plate53WellA6,BMI_qPCR_SOP_v5,37,N,16S,bacteria and archaea,345519.5,90887.9,rxnG2CiGqmvQL0wI6EKm8A==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T195537Z,RELEASE-2021
e0b7061a-6979-47c1-be0b-7418af9f49d6,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2017-04-17T09:13Z,2018-05-21,water,TREE_006-M-11.5-0.5-20170417-GEN,Battelle Applied Genomics,TREE_006-M-11.5-0.5-20170417-GEN-DNA1,,BMI_Plate53WellB2,BMI_qPCR_SOP_v5,11,N,ITS,fungi,159.2,3.3,rxnG2CiGqmuSUytwqOQzgQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T195537Z,RELEASE-2021
2197b133-f2e5-4f6e-a1fa-3dcd894aecd7,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2017-04-17T09:13Z,2018-05-22,water,TREE_006-M-11.5-0.5-20170417-GEN,Battelle Applied Genomics,TREE_006-M-11.5-0.5-20170417-GEN-DNA1,,BMI_Plate53WellB2,BMI_qPCR_SOP_v5,11,N,16S,bacteria and archaea,194943.9,62449.9,rxnG2CiGqmvQL0wI6EKm8A==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T195537Z,RELEASE-2021
455631e0-0f7c-4285-8ea6-b677a3f50592,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2017-04-17T09:43Z,2018-05-21,water,TREE_006-M-38.5-8.5-20170417-GEN,Battelle Applied Genomics,TREE_006-M-38.5-8.5-20170417-GEN-DNA1,,BMI_Plate53WellB3,BMI_qPCR_SOP_v5,12,N,ITS,fungi,154.3,4.9,rxnG2CiGqmuSUytwqOQzgQ==,RuY12me+ipXm0I2ck7Euxg==,1:10 dilution; included in calculations,20201217T195537Z,RELEASE-2021
7af98149-bf2e-46f8-902a-996bd8bf1a7d,TREE_006.basePlot.bgc,D05,TREE,TREE_006,2017-04-17T09:43Z,2018-05-22,water,TREE_006-M-38.5-8.5-20170417-GEN,Battelle Applied Genomics,TREE_006-M-38.5-8.5-20170417-GEN-DNA1,,BMI_Plate53WellB3,BMI_qPCR_SOP_v5,12,N,16S,bacteria and archaea,151190.1,8395.9,rxnG2CiGqmvQL0wI6EKm8A==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T195537Z,RELEASE-2021
5a799521-a4c5-478d-b5cb-77e961cc71c1,TREE_002.basePlot.bgc,D05,TREE,TREE_002,2017-04-17T10:08Z,2018-05-21,water,TREE_002-O-32.5-17-20170417-GEN,Battelle Applied Genomics,TREE_002-O-32.5-17-20170417-GEN-DNA1,,BMI_Plate53WellA7,BMI_qPCR_SOP_v5,0.1,N,ITS,fungi,21,16.2,hZbYwvE98vByp3o7zwpAsg==,lB45gbSpt1o9A1rsmuBeww==,1:10 dilution; included in calculations,20201217T195537Z,RELEASE-2021
1b0a606d-c681-424f-8716-a533d91c9211,TREE_002.basePlot.bgc,D05,TREE,TREE_002,2017-04-17T10:08Z,2018-05-22,water,TREE_002-O-32.5-17-20170417-GEN,Battelle Applied Genomics,TREE_002-O-32.5-17-20170417-GEN-DNA1,,BMI_Plate53WellA7,BMI_qPCR_SOP_v5,0.1,N,16S,bacteria and archaea,268627.2,369919.8,rxnG2CiGqmvQL0wI6EKm8A==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T195537Z,RELEASE-2021
304527da-c873-4982-b902-691c2bd104b9,TREE_002.basePlot.bgc,D05,TREE,TREE_002,2017-04-17T21:09Z,2018-05-21,water,TREE_002-O-13-5.5-20170417-GEN,Battelle Applied Genomics,TREE_002-O-13-5.5-20170417-GEN-DNA1,,BMI_Plate53WellA5,BMI_qPCR_SOP_v5,22,N,ITS,fungi,165.4,55.6,hZbYwvE98vByp3o7zwpAsg==,lB45gbSpt1o9A1rsmuBeww==,1:10 dilution; included in calculations,20201217T195537Z,RELEASE-2021
52f71119-5b6b-47a4-afb0-a35575e741af,TREE_002.basePlot.bgc,D05,TREE,TREE_002,2017-04-17T21:09Z,2018-05-22,water,TREE_002-O-13-5.5-20170417-GEN,Battelle Applied Genomics,TREE_002-O-13-5.5-20170417-GEN-DNA1,,BMI_Plate53WellA5,BMI_qPCR_SOP_v5,22,N,16S,bacteria and archaea,322318.3,55666.4,rxnG2CiGqmvQL0wI6EKm8A==,lB45gbSpt1o9A1rsmuBeww==,1:100 dilution; included in calculations,20201217T195537Z,RELEASE-2021
bdaa7791-2b01-4a5e-a32e-a72b0840222e,TREE_050.basePlot.bgc,D05,TREE,TREE_050,2017-04-18T06:53Z,2018-05-15,water,TREE_050-M-21-34.5-20170418-GEN,Battelle Applied Genomics,TREE_050-M-21-34.5-20170418-GEN-DNA1,,BMI_Plate52WellA4,BMI_qPCR_SOP_v5,17,N,ITS,fungi,74.4,3.9,hZbYwvE98vBgTyr5HWFh7g==,lB45gbSpt1o9A1rsmuBeww==,1:10 dilution; included in calculations,20201217T195537Z,RELEASE-2021
f4ab7b11-a91c-454f-802b-695df1ddb400,TREE_050.basePlot.bgc,D05,TREE,TREE_050,2017-04-18T06:53Z,2018-05-18,water,TREE_050-M-21-34.5-20170418-GEN,Battelle Applied Genomics,TREE_050-M-21-34.5-20170418-GEN-DNA1,,BMI_Plate52WellA4,BMI_qPCR_SOP_v5,17,N,16S,bacteria and archaea,130111.8,9010.4,hZbYwvE98vDRFTsfDoExUw==,RuY12me+ipXm0I2ck7Euxg==,1:100 dilution; included in calculations,20201217T195537Z,RELEASE-2021
