uid,domainID,siteID,plotID,namedLocation,collectDate,sampleID,sampleCode,moistureSampleID,samplingProtocolVersion,horizon,ovenStartDate,ovenEndDate,boatMass,freshMassBoatMass,dryMassBoatMass,soilMoisture,dryMassFraction,smRemarks,smMeasuredBy,smDataQF,publicationDate,release
96a19ad1-c84c-4622-a0e9-e192e7186679,D05,TREE,TREE_041,TREE_041.basePlot.bgc,2016-10-25T15:04Z,TREE_041-M-25-37.5-20161025,,TREE_041-M-25-37.5-20161025,NEON.DOC.014048vG,M,2016-10-26T15:05Z,2016-10-28T15:00Z,2,11.97,9.23,0.379,0.725,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
2ea30f8c-4cd4-44ed-b056-05b6e82b3dcf,D05,TREE,TREE_050,TREE_050.basePlot.bgc,2016-10-25T15:49Z,TREE_050-M-21.5-39.5-20161025,,TREE_050-M-21.5-39.5-20161025,NEON.DOC.014048vG,M,2016-10-26T14:00Z,2016-10-28T14:24Z,2.12,12.12,9.55,0.346,0.743,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
91c33999-62f0-442c-abbf-6befd4a5ec53,D05,TREE,TREE_050,TREE_050.basePlot.bgc,2016-10-25T16:08Z,TREE_050-M-9-38.5-20161025,,TREE_050-M-9-38.5-20161025,NEON.DOC.014048vG,M,2016-10-26T15:05Z,2016-10-28T15:00Z,2.13,12.17,10.09,0.261,0.793,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
e11600cc-7dbd-41c1-a379-4307aeaf7f89,D05,TREE,TREE_050,TREE_050.basePlot.bgc,2016-10-25T16:31Z,TREE_050-M-39-7.5-20161025,,TREE_050-M-39-7.5-20161025,NEON.DOC.014048vG,M,2016-10-26T15:05Z,2016-10-28T15:00Z,1.99,12.02,9.58,0.321,0.757,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
1fca8d24-2a12-4110-85bb-6780e6631199,D05,TREE,TREE_046,TREE_046.basePlot.bgc,2016-10-25T17:53Z,TREE_046-M-27.5-9-20161025,,TREE_046-M-27.5-9-20161025,NEON.DOC.014048vG,M,2016-10-26T15:05Z,2016-10-28T15:00Z,2.06,12.02,8.88,0.46,0.685,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
a1a4a34b-1518-44fc-b6be-56a278319ed9,D05,TREE,TREE_046,TREE_046.basePlot.bgc,2016-10-25T18:11Z,TREE_046-M-5.5-4.5-20161025,,TREE_046-M-5.5-4.5-20161025,NEON.DOC.014048vG,M,2016-10-26T15:05Z,2016-10-28T15:00Z,2.13,12.2,10.5,0.203,0.831,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
ceb00549-7a08-41c8-b733-ad4f8eb81c9a,D05,TREE,TREE_046,TREE_046.basePlot.bgc,2016-10-25T18:33Z,TREE_046-M-8.5-34.5-20161025,,TREE_046-M-8.5-34.5-20161025,NEON.DOC.014048vG,M,2016-10-26T14:00Z,2016-10-28T14:24Z,2.02,12,10.11,0.234,0.811,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
973f6009-91c5-4e56-9203-cb8a9a59e0c4,D05,TREE,TREE_003,TREE_003.basePlot.bgc,2016-10-25T18:40Z,TREE_003-M-37-8-20161025,,TREE_003-M-37-8-20161025,NEON.DOC.014048vG,M,2016-10-26T14:00Z,2016-10-28T14:24Z,2.12,12.11,10.89,0.139,0.878,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
020d8883-46de-454d-8af6-b2f005fbbcc1,D05,TREE,TREE_003,TREE_003.basePlot.bgc,2016-10-25T19:00Z,TREE_003-M-39-35.5-20161025,,TREE_003-M-39-35.5-20161025,NEON.DOC.014048vG,M,2016-10-26T14:00Z,2016-10-28T14:24Z,2.11,12.08,10.69,0.162,0.861,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
93276f2b-59b9-4c06-a32f-360663a23da7,D05,TREE,TREE_003,TREE_003.basePlot.bgc,2016-10-25T19:15Z,TREE_003-M-8-6-20161025,,TREE_003-M-8-6-20161025,NEON.DOC.014048vG,M,2016-10-26T14:00Z,2016-10-28T14:24Z,2.16,12.16,10.53,0.195,0.837,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
d391deec-6c59-4fe1-8c21-11e0b1a23892,D05,TREE,TREE_049,TREE_049.basePlot.bgc,2016-10-25T19:18Z,TREE_049-M-6.5-13.5-20161025,,TREE_049-M-6.5-13.5-20161025,NEON.DOC.014048vG,M,2016-10-26T14:00Z,2016-10-28T14:24Z,2.17,12.17,10.14,0.255,0.797,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
1a70cb51-52b7-4666-816d-486c2ce297cf,D05,TREE,TREE_049,TREE_049.basePlot.bgc,2016-10-25T19:39Z,TREE_049-M-33-0-20161025,,TREE_049-M-33-0-20161025,NEON.DOC.014048vG,M,2016-10-26T14:00Z,2016-10-28T14:24Z,2.13,12.15,9.94,0.283,0.779,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
e398644d-604f-48d8-bc99-ad6a9db45ffd,D05,TREE,TREE_049,TREE_049.basePlot.bgc,2016-10-25T20:00Z,TREE_049-M-39-37.5-20161025,,TREE_049-M-39-37.5-20161025,NEON.DOC.014048vG,M,2016-10-26T15:05Z,2016-10-28T15:00Z,2.08,12.06,10.08,0.248,0.802,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
5ebe68ef-cf9d-42ea-a49f-e1ecdf5eb308,D05,TREE,TREE_007,TREE_007.basePlot.bgc,2016-10-25T20:02Z,TREE_007-M-18.5-33-20161025,,TREE_007-M-18.5-33-20161025,NEON.DOC.014048vG,M,2016-10-26T14:00Z,2016-10-28T14:24Z,2.05,12.04,10.45,0.189,0.841,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
e189b3cd-429f-4c69-9bf2-4e8b38536295,D05,TREE,TREE_007,TREE_007.basePlot.bgc,2016-10-25T20:21Z,TREE_007-M-33-1.5-20161025,,TREE_007-M-33-1.5-20161025,NEON.DOC.014048vG,M,2016-10-26T14:00Z,2016-10-28T14:24Z,2.01,12.06,11.12,0.103,0.906,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
b2932eb1-23d4-442c-96aa-e03a84ba49fe,D05,TREE,TREE_007,TREE_007.basePlot.bgc,2016-10-25T20:34Z,TREE_007-M-3-7-20161025,,TREE_007-M-3-7-20161025,NEON.DOC.014048vG,M,2016-10-26T15:05Z,2016-10-28T15:00Z,2.08,12.09,10.63,0.171,0.854,,jhudson@neoninc.org,,20201217T165302Z,RELEASE-2021
c3e3d3d5-dc3c-4743-8285-8b2db852b155,D05,TREE,TREE_001,TREE_001.basePlot.bgc,2016-10-26T15:15Z,TREE_001-O-30.5-15-20161026,,TREE_001-O-30.5-15-20161026,NEON.DOC.014048vG,O,2016-10-27T13:40Z,2016-10-29T13:40Z,2.14,7.17,4.33,1.297,0.435,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
85916f68-2ba2-46d6-a2c2-38df98ee7d2f,D05,TREE,TREE_001,TREE_001.basePlot.bgc,2016-10-26T15:30Z,TREE_001-O-26.5-30-20161026,,TREE_001-O-26.5-30-20161026,NEON.DOC.014048vG,O,2016-10-27T13:40Z,2016-10-29T13:40Z,2.11,7.11,3.86,1.857,0.35,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
0a467819-919c-4156-8c7d-0e2eccdfcf1a,D05,TREE,TREE_001,TREE_001.basePlot.bgc,2016-10-26T15:50Z,TREE_001-M-19.5-34.5-20161026,,TREE_001-M-19.5-34.5-20161026,NEON.DOC.014048vG,M,2016-10-27T13:40Z,2016-10-29T13:40Z,2.05,12.11,11.22,0.097,0.912,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
f7f82e56-570d-4438-9157-591da501015e,D05,TREE,TREE_014,TREE_014.basePlot.bgc,2016-10-26T16:06Z,TREE_014-M-35.5-39-20161026,,TREE_014-M-35.5-39-20161026,NEON.DOC.014048vG,M,2016-10-27T13:40Z,2016-10-29T13:40Z,2.15,12.15,10.96,0.135,0.881,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
3eecba6a-004d-46a3-9430-d298177c3617,D05,TREE,TREE_014,TREE_014.basePlot.bgc,2016-10-26T16:18Z,TREE_014-M-33-3.5-20161026,,TREE_014-M-33-3.5-20161026,NEON.DOC.014048vG,M,2016-10-27T13:40Z,2016-10-29T13:40Z,2.13,12.17,11.03,0.128,0.886,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
a82b9a55-010e-486f-a177-783e5e0d9c76,D05,TREE,TREE_014,TREE_014.basePlot.bgc,2016-10-26T16:29Z,TREE_014-M-7.5-0.5-20161026,,TREE_014-M-7.5-0.5-20161026,NEON.DOC.014048vG,M,2016-10-27T13:40Z,2016-10-29T13:40Z,2.06,12.06,10.74,0.152,0.868,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
9f5a5817-39c7-48e7-ad42-5b823cd48684,D05,TREE,TREE_006,TREE_006.basePlot.bgc,2016-10-26T17:30Z,TREE_006-M-0-39-20161026,,TREE_006-M-0-39-20161026,NEON.DOC.014048vG,M,2016-10-27T13:40Z,2016-10-29T13:40Z,2.11,12.15,10.86,0.147,0.872,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
7311909b-2f73-4fcc-9bdf-8527471be400,D05,TREE,TREE_006,TREE_006.basePlot.bgc,2016-10-26T17:40Z,TREE_006-M-27.5-2-20161026,,TREE_006-M-27.5-2-20161026,NEON.DOC.014048vG,M,2016-10-27T13:40Z,2016-10-29T13:40Z,2.02,12,10.69,0.151,0.869,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
0d33803d-2fa0-489d-859d-90416574293e,D05,TREE,TREE_006,TREE_006.basePlot.bgc,2016-10-26T17:50Z,TREE_006-M-36.5-20.5-20161026,,TREE_006-M-36.5-20.5-20161026,NEON.DOC.014048vG,M,2016-10-27T13:40Z,2016-10-29T13:40Z,2.11,12.14,10.8,0.154,0.866,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
1dc5f6f0-1585-4473-85ac-823b31339d5e,D05,TREE,TREE_015,TREE_015.basePlot.bgc,2016-10-26T18:25Z,TREE_015-M-39-17-20161026,,TREE_015-M-39-17-20161026,NEON.DOC.014048vG,M,2016-10-27T13:40Z,2016-10-29T13:40Z,2.1,12.05,9.47,0.35,0.741,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
096eff6f-df37-4f3f-ab9d-b8cf37a2c899,D05,TREE,TREE_015,TREE_015.basePlot.bgc,2016-10-26T18:38Z,TREE_015-M-5-35-20161026,,TREE_015-M-5-35-20161026,NEON.DOC.014048vG,M,2016-10-27T13:40Z,2016-10-29T13:40Z,2.15,12.18,10.83,0.156,0.865,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
f5314024-08a2-4779-a1e0-804f906d3ee7,D05,TREE,TREE_015,TREE_015.basePlot.bgc,2016-10-26T18:49Z,TREE_015-M-3.5-19.5-20161026,,TREE_015-M-3.5-19.5-20161026,NEON.DOC.014048vG,M,2016-10-27T13:40Z,2016-10-29T13:40Z,2.06,12.05,10.45,0.191,0.84,,aspink@neoninc.org,,20201217T165302Z,RELEASE-2021
848ed73c-0230-403e-bfde-6356cbee8f06,D05,TREE,TREE_003,TREE_003.basePlot.bgc,2017-04-17T07:36Z,TREE_003-O-33-18.5-20170417,,TREE_003-O-33-18.5-20170417,NEON.DOC.014048vJ,O,2017-04-18T18:30Z,2017-04-20T18:25Z,2.17,7.11,5.44,0.511,0.662,,radams@battelleecology.org,,20201217T232519Z,RELEASE-2021
0a98c2d6-5126-4268-8a47-a34d4427c6bd,D05,TREE,TREE_003,TREE_003.basePlot.bgc,2017-04-17T08:00Z,TREE_003-O-26-31-20170417,,TREE_003-O-26-31-20170417,NEON.DOC.014048vJ,O,2017-04-18T18:30Z,2017-04-20T18:25Z,2.2,7.25,5.63,0.472,0.679,,coneil@battelleecology.org,,20201217T232519Z,RELEASE-2021
38819264-a587-4b92-b50b-af8101c84e4c,D05,TREE,TREE_003,TREE_003.basePlot.bgc,2017-04-17T08:01Z,TREE_003-O-8.5-26.5-20170417,,TREE_003-O-8.5-26.5-20170417,NEON.DOC.014048vJ,O,2017-04-18T18:30Z,2017-04-20T18:25Z,2.16,7.11,4.88,0.82,0.549,,radams@battelleecology.org,,20201217T232519Z,RELEASE-2021
6b390b2a-4157-4684-a1f4-21177e82561e,D05,TREE,TREE_006,TREE_006.basePlot.bgc,2017-04-17T08:52Z,TREE_006-O-0.5-23-20170417,,TREE_006-O-0.5-23-20170417,NEON.DOC.014048vJ,O,2017-04-18T23:30Z,2017-04-20T18:25Z,2.16,7.12,3.88,1.884,0.347,,radams@battelleecology.org,,20201217T232519Z,RELEASE-2021
84ebef26-9fdc-4d88-910d-77a6db605d44,D05,TREE,TREE_002,TREE_002.basePlot.bgc,2017-04-17T08:55Z,TREE_002-O-2.5-35-20170417,,TREE_002-O-2.5-35-20170417,NEON.DOC.014048vJ,O,2017-04-18T23:30Z,2017-04-20T18:25Z,2.16,7.16,4.66,1,0.5,,radams@battelleecology.org,,20201217T232519Z,RELEASE-2021
150f7126-d30c-4e68-9620-89711b100aee,D05,TREE,TREE_006,TREE_006.basePlot.bgc,2017-04-17T09:13Z,TREE_006-M-11.5-0.5-20170417,,TREE_006-M-11.5-0.5-20170417,NEON.DOC.014048vJ,M,2017-04-18T23:30Z,2017-04-20T18:25Z,2.19,12.14,10.49,0.199,0.834,,radams@battelleecology.org,,20201217T232519Z,RELEASE-2021
2a2c73dc-e39f-4f54-9b64-fc3840e73ef9,D05,TREE,TREE_006,TREE_006.basePlot.bgc,2017-04-17T09:43Z,TREE_006-M-38.5-8.5-20170417,,TREE_006-M-38.5-8.5-20170417,NEON.DOC.014048vJ,M,2017-04-18T23:30Z,2017-04-20T18:25Z,2.15,12.18,10.36,0.222,0.819,,radams@battelleecology.org,,20201217T232519Z,RELEASE-2021
4d5dea6e-8f8e-4228-a255-3061ab0b9f2b,D05,TREE,TREE_002,TREE_002.basePlot.bgc,2017-04-17T10:08Z,TREE_002-O-32.5-17-20170417,,TREE_002-O-32.5-17-20170417,NEON.DOC.014048vJ,O,2017-04-18T23:30Z,2017-04-20T18:25Z,2.16,7.14,2.74,7.586,0.116,,radams@battelleecology.org,,20201217T232519Z,RELEASE-2021
a56c3e49-533f-40ec-8465-5dbedf7f5f61,D05,TREE,TREE_002,TREE_002.basePlot.bgc,2017-04-17T21:09Z,TREE_002-O-13-5.5-20170417,,TREE_002-O-13-5.5-20170417,NEON.DOC.014048vJ,O,2017-04-18T23:30Z,2017-04-20T18:25Z,2.16,7.12,2.89,5.795,0.147,,radams@battelleecology.org,,20201217T232519Z,RELEASE-2021
f964a9ca-e4a6-4001-ae26-11109e3b47e9,D05,TREE,TREE_050,TREE_050.basePlot.bgc,2017-04-18T06:53Z,TREE_050-M-21-34.5-20170418,,TREE_050-M-21-34.5-20170418,NEON.DOC.014048vH,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.12,12.18,9.83,0.305,0.766,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
b71349e0-9e0c-4674-9e65-ea4842b02d61,D05,TREE,TREE_050,TREE_050.basePlot.bgc,2017-04-18T07:16Z,TREE_050-M-0-31.5-20170418,,TREE_050-M-0-31.5-20170418,NEON.DOC.014048vH,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.1,12.11,9.88,0.287,0.777,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
8f374bb4-c44d-40bb-b7af-7983f35302ea,D05,TREE,TREE_050,TREE_050.basePlot.bgc,2017-04-18T07:43Z,TREE_050-M-36.5-2.5-20170418,,TREE_050-M-36.5-2.5-20170418,NEON.DOC.014048vH,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.12,12.2,10.07,0.268,0.789,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
e057c598-cf6c-47d4-ac90-2dd478973aad,D05,TREE,TREE_041,TREE_041.basePlot.bgc,2017-04-18T14:57Z,TREE_041-O-6.5-31-20170418,,TREE_041-O-6.5-31-20170418,NEON.DOC.014048vJ,O,2017-04-18T23:30Z,2017-04-20T20:30Z,2.09,7.09,5.68,0.393,0.718,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
1501b663-9e60-4821-ba91-028d22037ae9,D05,TREE,TREE_001,TREE_001.basePlot.bgc,2017-04-18T15:10Z,TREE_001-O-1.5-16-20170418,,TREE_001-O-1.5-16-20170418,NEON.DOC.014048vH,O,2017-04-18T23:30Z,2017-04-20T20:30Z,2.12,7.13,4.73,0.92,0.521,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
c43e5fee-74c4-4cb4-8f92-54ca3c598aa4,D05,TREE,TREE_041,TREE_041.basePlot.bgc,2017-04-18T15:16Z,TREE_041-O-20.5-39-20170418,,TREE_041-O-20.5-39-20170418,NEON.DOC.014048vJ,O,2017-04-18T23:30Z,2017-04-20T20:30Z,2.03,7.03,4.05,1.475,0.404,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
a8245789-a6ff-4102-b619-eeb7258cc7a3,D05,TREE,TREE_001,TREE_001.basePlot.bgc,2017-04-18T15:30Z,TREE_001-M-13.5-31-20170418,,TREE_001-M-13.5-31-20170418,NEON.DOC.014048vH,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.09,12.19,8.28,0.632,0.613,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
96557e44-338a-4413-a7ca-d1a715f153aa,D05,TREE,TREE_041,TREE_041.basePlot.bgc,2017-04-18T15:39Z,TREE_041-M-11.5-2.5-20170418,,TREE_041-M-11.5-2.5-20170418,NEON.DOC.014048vJ,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.05,12.05,9.18,0.403,0.713,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
6dc4e28a-2fd3-44b8-b498-66bbda3db26c,D05,TREE,TREE_001,TREE_001.basePlot.bgc,2017-04-18T15:53Z,TREE_001-M-36.5-32-20170418,,TREE_001-M-36.5-32-20170418,NEON.DOC.014048vH,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.11,12.07,10.52,0.184,0.844,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
69147f1d-c72e-4dc3-b5a6-62761e9ae2b6,D05,TREE,TREE_046,TREE_046.basePlot.bgc,2017-04-18T16:21Z,TREE_046-M-4-6-20170418,,TREE_046-M-4-6-20170418,NEON.DOC.014048vJ,M,2017-04-18T23:30Z,2017-05-20T20:30Z,2.09,12.16,8.21,0.645,0.608,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
c23aa837-e098-4242-8277-de12bbaf895c,D05,TREE,TREE_014,TREE_014.basePlot.bgc,2017-04-18T16:30Z,TREE_014-M-6.5-30.5-20170418,,TREE_014-M-6.5-30.5-20170418,NEON.DOC.014048vH,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.13,12.2,11.09,0.124,0.89,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
206a1a52-1ce2-4fb4-9b5e-56fa873a4b93,D05,TREE,TREE_014,TREE_014.basePlot.bgc,2017-04-18T16:55Z,TREE_014-M-31-39-20170418,,TREE_014-M-31-39-20170418,NEON.DOC.014048vH,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.11,12.19,10.59,0.189,0.841,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
cfa614c7-6725-4267-b8fa-82a35f5528c0,D05,TREE,TREE_046,TREE_046.basePlot.bgc,2017-04-18T16:58Z,TREE_046-M-5-21.5-20170418,,TREE_046-M-5-21.5-20170418,NEON.DOC.014048vJ,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.18,12.13,9.72,0.32,0.758,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
3ed41184-c9f9-401e-91d6-4eaaffb79ad0,D05,TREE,TREE_046,TREE_046.basePlot.bgc,2017-04-18T17:20Z,TREE_046-M-33.5-34.5-20170418,,TREE_046-M-33.5-34.5-20170418,NEON.DOC.014048vJ,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.13,11.96,8.7,0.496,0.668,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
cb315594-ceff-412c-9e31-ca7659a36ca7,D05,TREE,TREE_014,TREE_014.basePlot.bgc,2017-04-18T17:23Z,TREE_014-M-19.5-8.5-20170418,,TREE_014-M-19.5-8.5-20170418,NEON.DOC.014048vH,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.11,12.11,10.7,0.164,0.859,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
86633177-d075-4aa9-9b42-50cb8a36fdc1,D05,TREE,TREE_049,TREE_049.basePlot.bgc,2017-04-18T18:01Z,TREE_049-M-14.5-7-20170418,,TREE_049-M-14.5-7-20170418,NEON.DOC.014048vJ,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.13,12.15,9.29,0.399,0.715,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
fbcc9497-928a-4adf-a168-6c804b1d9260,D05,TREE,TREE_049,TREE_049.basePlot.bgc,2017-04-18T18:26Z,TREE_049-M-25.5-5-20170418,,TREE_049-M-25.5-5-20170418,NEON.DOC.014048vJ,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.09,12.06,9.3,0.383,0.723,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
24f0b7bb-e58c-40f2-93e0-d0d5451434dd,D05,TREE,TREE_049,TREE_049.basePlot.bgc,2017-04-18T20:00Z,TREE_049-M-9-37.5-20170418,,TREE_049-M-9-37.5-20170418,NEON.DOC.014048vJ,M,2017-04-18T23:30Z,2017-04-20T20:30Z,2.08,12,6.97,1.029,0.493,,shoffman@field-ops.org,,20201217T232519Z,RELEASE-2021
d172ea74-f79f-4bb1-b367-602c5fd980e8,D05,TREE,TREE_004,TREE_004.basePlot.bgc,2017-04-24T16:22Z,TREE_004-O-7.5-6-20170424,,TREE_004-O-7.5-6-20170424,NEON.DOC.014048vJ,O,2017-04-25T16:15Z,2017-04-27T18:52Z,2.13,7.18,2.66,8.528,0.105,,coneil@battelleecology.org,,20201217T232519Z,RELEASE-2021
61f453e5-3247-43c5-a4c3-83abe0aee07b,D05,TREE,TREE_004,TREE_004.basePlot.bgc,2017-04-24T16:57Z,TREE_004-O-8.5-38-20170424,,TREE_004-O-8.5-38-20170424,NEON.DOC.014048vJ,O,2017-04-25T16:15Z,2017-04-27T18:52Z,2.13,7.13,2.49,12.889,0.072,,coneil@battelleecology.org,,20201217T232519Z,RELEASE-2021
d0466f09-64f6-41cb-9774-746c4e9a77f8,D05,TREE,TREE_004,TREE_004.basePlot.bgc,2017-04-24T17:28Z,TREE_004-O-35.5-37.5-20170424,,TREE_004-O-35.5-37.5-20170424,NEON.DOC.014048vJ,O,2017-04-25T16:15Z,2017-04-27T18:52Z,2.02,7.18,3.12,3.691,0.213,,coneil@battelleecology.org,,20201217T232519Z,RELEASE-2021
7cde31fe-03c1-4a35-b488-c70391007f8c,D05,TREE,TREE_001,TREE_001.basePlot.bgc,2017-07-07T15:07Z,TREE_001-O-37-8.5-20170707,,TREE_001-O-37-8.5-20170707,NEON.DOC.014048vJ,O,2017-07-07T22:45Z,2017-07-10T13:22Z,2.11,7.14,4.64,0.988,0.503,,cwojan@battelleecology.org,,20201217T224754Z,RELEASE-2021
a8917135-4a2c-4856-9174-6921a4d6900e,D05,TREE,TREE_004,TREE_004.basePlot.bgc,2017-07-07T15:24Z,TREE_004-O-1-24.5-20170707,,TREE_004-O-1-24.5-20170707,NEON.DOC.014048vJ,O,2017-07-07T22:45Z,2017-07-10T13:22Z,2.13,7.11,2.59,9.826,0.092,,cwojan@battelleecology.org,,20201217T224754Z,RELEASE-2021
58cc330a-2e86-4592-9672-63da025e8bed,D05,TREE,TREE_001,TREE_001.basePlot.bgc,2017-07-07T15:27Z,TREE_001-O-38-33.5-20170707,,TREE_001-O-38-33.5-20170707,NEON.DOC.014048vJ,O,2017-07-07T22:45Z,2017-07-10T13:22Z,2.03,7.01,3.72,1.947,0.339,,cwojan@battelleecology.org,,20201217T224754Z,RELEASE-2021
0ccff8de-48e1-4463-b79e-60aab3447e3c,D05,TREE,TREE_004,TREE_004.basePlot.bgc,2017-07-07T15:46Z,TREE_004-O-2-16-20170707,,TREE_004-O-2-16-20170707,NEON.DOC.014048vJ,O,2017-07-07T22:45Z,2017-07-10T13:22Z,2.09,7.09,2.7,7.197,0.122,,cwojan@battelleecology.org,,20201217T224754Z,RELEASE-2021
d8448945-265a-4f53-bfdc-0857aea26ea0,D05,TREE,TREE_001,TREE_001.basePlot.bgc,2017-07-07T15:55Z,TREE_001-O-7.5-24-20170707,,TREE_001-O-7.5-24-20170707,NEON.DOC.014048vJ,O,2017-07-07T22:45Z,2017-07-10T13:22Z,2.11,7.02,3.62,2.252,0.308,,cwojan@battelleecology.org,,20201217T224754Z,RELEASE-2021
158c0470-08f6-4281-88a4-cfd9d35414ea,D05,TREE,TREE_014,TREE_014.basePlot.bgc,2017-07-07T16:33Z,TREE_014-M-11-34.5-20170707,,TREE_014-M-11-34.5-20170707,NEON.DOC.014048vJ,M,2017-07-07T22:45Z,2017-07-10T13:22Z,2.05,12.05,11.11,0.104,0.906,,cwojan@battelleecology.org,,20201217T224754Z,RELEASE-2021
48ba831a-24e9-46ba-9845-b06776ee59a7,D05,TREE,TREE_004,TREE_004.basePlot.bgc,2017-07-07T16:37Z,TREE_004-O-31.5-0-20170707,,TREE_004-O-31.5-0-20170707,NEON.DOC.014048vJ,O,2017-07-07T22:45Z,2017-07-10T13:22Z,2.08,7.17,2.57,9.388,0.096,,cwojan@battelleecology.org,,20201217T224754Z,RELEASE-2021
ee2bf083-b228-4620-bd80-124d5f4f120e,D05,TREE,TREE_014,TREE_014.basePlot.bgc,2017-07-07T16:57Z,TREE_014-M-31-39-20170707,,TREE_014-M-31-39-20170707,NEON.DOC.014048vJ,M,2017-07-07T22:45Z,2017-07-10T13:22Z,2,11.99,10.99,0.111,0.9,,cwojan@battelleecology.org,,20201217T224754Z,RELEASE-2021
4c84d5d4-500d-4108-b317-4ef5f4ff0a99,D05,TREE,TREE_014,TREE_014.basePlot.bgc,2017-07-07T17:35Z,TREE_014-M-33.5-10-20170707,,TREE_014-M-33.5-10-20170707,NEON.DOC.014048vJ,M,2017-07-07T22:45Z,2017-07-10T13:22Z,2.1,12.08,10.96,0.126,0.888,,cwojan@battelleecology.org,,20201217T224754Z,RELEASE-2021
82fb2c91-d15b-4aa6-9b47-e8463e2f5257,D05,TREE,TREE_002,TREE_002.basePlot.bgc,2017-07-07T17:53Z,TREE_002-O-39-15.5-20170707,,TREE_002-O-39-15.5-20170707,NEON.DOC.014048vJ,O,2017-07-07T22:45Z,2017-07-10T13:22Z,2.09,7.19,2.49,11.75,0.078,,cwojan@battelleecology.org,,20201217T224754Z,RELEASE-2021
a9424c90-2bc1-4e81-a8b1-41a36f59ea95,D05,TREE,TREE_002,TREE_002.basePlot.bgc,2017-07-07T18:27Z,TREE_002-O-7.5-10-20170707,,TREE_002-O-7.5-10-20170707,NEON.DOC.014048vJ,O,2017-07-07T22:45Z,2017-07-10T13:22Z,2.05,7.1,3.16,3.55,0.22,,cwojan@battelleecology.org,,20201217T224754Z,RELEASE-2021
